Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0019318~hexose metabolic process	12	2.9484029484029484	4.97685321381648E-4	945271, 948141, 945773, 947854, 947862, 948753, 946209, 945068, 945354, 945730, 946405, 945358	236	29	1837	3.220923436586792	0.17440962706619434	0.17440962706619434	0.6881058804012574
GOTERM_BP_FAT	GO:0005996~monosaccharide metabolic process	12	2.9484029484029484	4.97685321381648E-4	945271, 948141, 945773, 947854, 947862, 948753, 946209, 945068, 945354, 945730, 946405, 945358	236	29	1837	3.220923436586792	0.17440962706619434	0.17440962706619434	0.6881058804012574
GOTERM_BP_FAT	GO:0006081~cellular aldehyde metabolic process	9	2.211302211302211	8.834691021402522E-4	946367, 945865, 948104, 947896, 945672, 946370, 945574, 947006, 947420	236	18	1837	3.8919491525423733	0.28843317354525166	0.1564557946054348	1.2184696672076667
GOTERM_BP_FAT	GO:0006082~organic acid metabolic process	64	15.724815724815725	0.0013362479636863116	946261, 946204, 946260, 945314, 948324, 947263, 946820, 948067, 948166, 947594, 946724, 949097, 945402, 945307, 945309, 948062, 2847759, 948060, 945323, 946969, 945672, 948079, 944790, 948336, 946778, 946259, 946877, 947390, 947498, 946643, 945221, 947971, 948139, 948138, 946938, 946531, 949007, 948080, 946331, 947961, 947964, 945068, 948572, 944872, 945335, 948435, 946632, 948981, 945300, 948259, 947528, 948512, 948658, 948517, 948988, 946132, 946367, 946147, 948857, 946527, 947854, 949030, 945514, 945512	236	352	1837	1.4152542372881356	0.4023795900542202	0.15768382531930436	1.8375834654079104
GOTERM_BP_FAT	GO:0005975~carbohydrate metabolic process	69	16.953316953316953	0.0017206681258241066	947599, 948261, 947602, 948264, 944789, 946725, 948267, 946409, 947942, 945354, 945358, 948538, 948537, 945672, 949113, 945931, 945773, 946778, 948532, 945730, 946682, 946405, 946733, 948440, 948133, 947495, 946209, 946342, 947082, 947934, 947932, 949043, 946880, 947511, 945271, 948104, 948141, 946195, 947962, 946332, 947862, 947922, 946370, 948572, 945068, 946334, 946632, 947896, 946230, 2847767, 949036, 946713, 948512, 948517, 947420, 946132, 945651, 944815, 948118, 945865, 946367, 948117, 948857, 946527, 947378, 947854, 948753, 949134, 948423	236	390	1837	1.3771512385919165	0.4847112302932526	0.15274786992712375	2.3603977651459718
GOTERM_BP_FAT	GO:0046395~carboxylic acid catabolic process	20	4.914004914004914	0.002272978557800981	946261, 946260, 948067, 946778, 946259, 947390, 946132, 946367, 948857, 946331, 947961, 947854, 948572, 948139, 945335, 945514, 948062, 945512, 948138, 948060	236	76	1837	2.048394290811775	0.5835932751676092	0.16072642963961103	3.107022545707061
GOTERM_BP_FAT	GO:0044282~small molecule catabolic process	20	4.914004914004914	0.002272978557800981	946261, 946260, 948067, 946778, 946259, 947390, 946132, 946367, 948857, 946331, 947961, 947854, 948572, 948139, 945335, 945514, 948062, 945512, 948138, 948060	236	76	1837	2.048394290811775	0.5835932751676092	0.16072642963961103	3.107022545707061
GOTERM_BP_FAT	GO:0016054~organic acid catabolic process	20	4.914004914004914	0.002272978557800981	946261, 946260, 948067, 946778, 946259, 947390, 946132, 946367, 948857, 946331, 947961, 947854, 948572, 948139, 945335, 945514, 948062, 945512, 948138, 948060	236	76	1837	2.048394290811775	0.5835932751676092	0.16072642963961103	3.107022545707061
GOTERM_BP_FAT	GO:0006006~glucose metabolic process	10	2.457002457002457	0.0034234305168102702	945271, 948141, 945773, 947854, 947862, 948753, 946209, 945068, 945730, 946405	236	26	1837	2.99380704041721	0.7329400162219692	0.19751891785869058	4.64524824923026
GOTERM_BP_FAT	GO:0044712~single-organism catabolic process	23	5.651105651105651	0.00344612601108792	946261, 946260, 948067, 946778, 946259, 947390, 946132, 946367, 948857, 946331, 946527, 947961, 947854, 945068, 948572, 948139, 945335, 945514, 948062, 945512, 946632, 948138, 948060	236	96	1837	1.8648923022598871	0.7352713311052534	0.17292861273460935	4.675364334346776
GOTERM_BP_FAT	GO:0072329~monocarboxylic acid catabolic process	6	1.4742014742014742	0.004802837271449535	946367, 948857, 946778, 947854, 948572, 946132	236	10	1837	4.670338983050848	0.8433195759270614	0.20681070861136774	6.459720960709737
GOTERM_BP_FAT	GO:0006099~tricarboxylic acid cycle	8	1.9656019656019657	0.009099458490232745	945323, 946147, 945314, 945402, 945300, 947854, 945307, 946724	236	20	1837	3.113559322033898	0.9703806644345002	0.3236444864720095	11.908260124515934
GOTERM_BP_FAT	GO:0044723~single-organism carbohydrate metabolic process	30	7.371007371007371	0.009455275705431258	944789, 946725, 945271, 948141, 947962, 947862, 945354, 947942, 945068, 946632, 945358, 949113, 945773, 946713, 948512, 945730, 948517, 946405, 944815, 946733, 946367, 948440, 946527, 947854, 949134, 946209, 948753, 947934, 948423, 947932	236	148	1837	1.5778172240036645	0.9742056637358091	0.3063307614367078	12.346003546902107
GOTERM_BP_FAT	GO:0016052~carbohydrate catabolic process	49	12.039312039312039	0.010279230290211657	949043, 947599, 946880, 948261, 947602, 948264, 947511, 948267, 945271, 948104, 948141, 946409, 946195, 946332, 947922, 946370, 945354, 945068, 948572, 946334, 945358, 946632, 947896, 946230, 948538, 948537, 2847767, 945672, 945931, 946778, 949036, 948532, 945730, 946682, 947420, 945651, 946132, 946367, 948118, 945865, 948117, 948133, 947495, 948857, 946527, 947378, 947854, 947082, 946342	236	276	1837	1.3819239744534513	0.9812766557427679	0.30346339063593497	13.351935097717316
GOTERM_BP_FAT	GO:0032787~monocarboxylic acid metabolic process	19	4.668304668304668	0.011114491010108963	945672, 948324, 946820, 948336, 946778, 947528, 948512, 948517, 947594, 946132, 946367, 949097, 949007, 948857, 946527, 947854, 945068, 948572, 946632	236	81	1837	1.825852688847039	0.9864725809767952	0.30133673047767107	14.360727830357789
GOTERM_BP_FAT	GO:0006066~alcohol metabolic process	7	1.71990171990172	0.014948561527185775	948440, 947962, 946713, 947934, 946725, 948423, 946733	236	17	1837	3.2051345962113658	0.9969683422258433	0.35984802403725247	18.853074527259352
GOTERM_BP_FAT	GO:0006071~glycerol metabolic process	7	1.71990171990172	0.014948561527185775	948440, 947962, 946713, 947934, 946725, 948423, 946733	236	17	1837	3.2051345962113658	0.9969683422258433	0.35984802403725247	18.853074527259352
GOTERM_BP_FAT	GO:0019751~polyol metabolic process	7	1.71990171990172	0.014948561527185775	948440, 947962, 946713, 947934, 946725, 948423, 946733	236	17	1837	3.2051345962113658	0.9969683422258433	0.35984802403725247	18.853074527259352
GOTERM_BP_FAT	GO:0019400~alditol metabolic process	7	1.71990171990172	0.014948561527185775	948440, 947962, 946713, 947934, 946725, 948423, 946733	236	17	1837	3.2051345962113658	0.9969683422258433	0.35984802403725247	18.853074527259352
GOTERM_BP_FAT	GO:0019752~carboxylic acid metabolic process	52	12.776412776412776	0.015503964379796075	946261, 946260, 948324, 946820, 948067, 948166, 947594, 949097, 945309, 948062, 2847759, 948060, 946969, 948079, 945672, 948336, 946778, 946259, 947390, 947498, 946643, 948139, 947971, 948138, 946938, 946531, 949007, 948080, 946331, 947961, 947964, 945068, 948572, 944872, 945335, 948435, 946632, 948981, 948259, 947528, 948658, 948512, 948517, 948988, 946132, 946367, 948857, 946527, 947854, 949030, 945514, 945512	236	303	1837	1.335850534205963	0.9975600603336321	0.34929488511277873	19.485394623800588
GOTERM_BP_FAT	GO:0043436~oxoacid metabolic process	52	12.776412776412776	0.015503964379796075	946261, 946260, 948324, 946820, 948067, 948166, 947594, 949097, 945309, 948062, 2847759, 948060, 946969, 948079, 945672, 948336, 946778, 946259, 947390, 947498, 946643, 948139, 947971, 948138, 946938, 946531, 949007, 948080, 946331, 947961, 947964, 945068, 948572, 944872, 945335, 948435, 946632, 948981, 948259, 947528, 948658, 948512, 948517, 948988, 946132, 946367, 948857, 946527, 947854, 949030, 945514, 945512	236	303	1837	1.335850534205963	0.9975600603336321	0.34929488511277873	19.485394623800588
GOTERM_BP_FAT	GO:0019682~glyceraldehyde-3-phosphate metabolic process	6	1.4742014742014742	0.01772250815201385	946367, 945865, 947896, 946370, 947006, 947420	236	13	1837	3.592568448500652	0.9989763201330558	0.3680574318082024	21.965853728552077
GOTERM_BP_FAT	GO:1901615~organic hydroxy compound metabolic process	10	2.457002457002457	0.018853071759757874	948440, 947962, 947039, 945184, 946713, 946178, 947934, 946725, 948423, 946733	236	33	1837	2.3587570621468927	0.99934293448388	0.3674417239141399	23.20243422325522
GOTERM_BP_FAT	GO:0051156~glucose 6-phosphate metabolic process	5	1.2285012285012284	0.029283118531744604	945865, 947896, 946370, 947006, 947420	236	10	1837	3.891949152542373	0.9999892689005885	0.4898651963760521	33.78320037472706
GOTERM_BP_FAT	GO:0006739~NADP metabolic process	5	1.2285012285012284	0.029283118531744604	945865, 947896, 946370, 947006, 947420	236	10	1837	3.891949152542373	0.9999892689005885	0.4898651963760521	33.78320037472706
GOTERM_BP_FAT	GO:0006098~pentose-phosphate shunt	5	1.2285012285012284	0.029283118531744604	945865, 947896, 946370, 947006, 947420	236	10	1837	3.891949152542373	0.9999892689005885	0.4898651963760521	33.78320037472706
GOTERM_BP_FAT	GO:0019693~ribose phosphate metabolic process	13	3.194103194103194	0.031016151089426517	945865, 947896, 945611, 948247, 946527, 948243, 945184, 948245, 946370, 945068, 947006, 947420, 946632	236	53	1837	1.9092580748321073	0.9999946065428784	0.4902867100709538	35.40422723388173
GOTERM_BP_FAT	GO:0015949~nucleobase-containing small molecule interconversion	14	3.43980343980344	0.04000821103592392	945865, 945535, 945611, 946663, 948729, 946732, 948910, 946593, 945654, 948902, 947420, 946508, 948901, 948607	236	61	1837	1.7864684634620729	0.9999998510657453	0.562796201888984	43.24000708642684
GOTERM_BP_FAT	GO:0046487~glyoxylate metabolic process	5	1.2285012285012284	0.04150316040886889	946367, 948857, 947854, 948512, 948517	236	11	1837	3.5381355932203387	0.999999918263918	0.5577980118905175	44.453801076227506
GOTERM_BP_FAT	GO:0009063~cellular amino acid catabolic process	15	3.6855036855036856	0.04911389929792924	946261, 946260, 946331, 947961, 946778, 948067, 946259, 948139, 945514, 945335, 947390, 948062, 945512, 948138, 948060	236	69	1837	1.6921518054532054	0.9999999962027235	0.6027878844256644	50.26842255272634
GOTERM_BP_FAT	GO:0006970~response to osmotic stress	8	1.9656019656019657	0.05688016933169563	948895, 945305, 946043, 945866, 947838, 944750, 947376, 946405	236	28	1837	2.223970944309927	0.9999999998384721	0.6411438921009739	55.61554479696442
GOTERM_BP_FAT	GO:0006812~cation transport	9	2.211302211302211	0.0790617237656315	946427, 948247, 947839, 945649, 948243, 945184, 948245, 945193, 947538	236	36	1837	1.9459745762711866	0.999999999999983	0.7480872965112286	68.09484006411502
GOTERM_BP_FAT	GO:0006012~galactose metabolic process	3	0.7371007371007371	0.08204943368628172	945354, 945730, 945358	236	4	1837	5.837923728813559	0.9999999999999951	0.7467441362405853	69.50093506144894
GOTERM_BP_FAT	GO:0006811~ion transport	9	2.211302211302211	0.09024992225002548	946427, 948247, 947839, 945649, 948243, 945184, 948245, 945193, 947538	236	37	1837	1.8933806688043977	0.9999999999999999	0.7669761565418538	73.0703523731879
